15,1,0,0,166,0,1,0,1,2,1,0,1,3,1,0,0,1,0,1,0,1,2,1,0,1
48,0,0,0,167,1,2,3,3,1,3,2,1,2,3,3,2,1,3,3,3,0,2,2,2,3
37,0,1,1,168,0,3,0,3,0,3,3,2,1,3,3,0,1,2,1,0,2,0,3,0,3
20,0,19,32,169,0,0,0,1,3,2,2,1,2,2,1,1,0,1,2,1,3,0,1,1,0
38,0,0,0,170,0,3,3,2,1,3,3,2,0,3,0,2,0,0,3,0,0,0,0,0,3
39,0,26,51,172,1,3,1,2,0,2,2,1,0,2,2,3,1,2,2,1,1,1,2,2,1
46,0,19,0,173,1,3,3,3,2,3,3,3,1,3,3,3,1,3,3,3,3,2,2,0,1
17,0,3,6,174,0,1,0,1,3,3,2,3,3,1,0,3,3,0,0,0,3,1,1,0,1
6,0,1,1,177,1,0,0,0,3,0,0,2,2,0,1,0,3,0,0,1,3,0,1,0,0
18,0,12,17,178,0,2,0,1,3,2,0,0,0,0,0,3,2,2,1,0,1,0,0,0,1
29,1,29,29,179,1,1,0,2,3,3,3,2,2,3,2,1,2,,1,1,3,2,2,2,2
51,0,38,0,180,0,3,3,3,0,0,3,3,0,3,0,3,0,2,3,3,0,1,3,3,3
39,1,12,12,181,0,0,2,2,3,2,2,3,1,0,2,3,0,3,3,1,0,2,2,3,1
31,0,4,4,182,0,1,2,0,3,0,3,0,2,3,3,1,0,0,3,0,0,0,3,3,2
49,0,19,50,183,1,3,3,3,0,3,3,3,0,3,3,3,1,0,3,3,1,1,2,2,1
43,0,41,54,185,1,3,2,2,3,2,1,2,2,3,3,3,2,1,3,3,1,2,3,3,3
45,0,1,3,186,0,3,3,3,1,2,3,2,1,1,1,3,0,3,3,3,2,1,2,2,2
46,1,0,0,187,1,3,3,3,3,1,2,1,0,3,2,2,0,2,3,2,0,3,3,3,1
44,1,59,0,188,0,2,0,3,2,1,3,3,1,3,3,1,0,1,3,3,3,3,3,3,3
41,0,19,19,189,1,3,1,3,1,3,3,3,0,3,1,3,0,1,2,0,0,0,0,1,3
29,0,8,8,190,1,1,2,3,1,2,1,1,3,0,2,3,3,3,2,1,3,1,2,2,1
38,1,16,20,191,0,3,0,2,2,3,3,3,3,3,3,3,1,1,3,0,1,2,2,0,2
51,0,12,12,192,0,3,3,3,0,0,3,3,0,3,3,3,0,0,3,3,0,0,3,3,3
38,1,26,33,193,0,3,1,3,2,2,1,2,3,1,3,2,0,3,3,1,1,1,1,2,3
53,1,50,0,194,1,3,2,3,0,3,3,2,0,3,3,3,0,2,3,2,0,0,3,3,3
29,0,12,20,198,1,0,1,1,3,1,3,2,2,1,3,3,0,0,3,0,2,0,3,0,3
31,0,1,3,199,1,0,3,1,2,2,2,1,0,0,0,3,0,1,3,2,0,0,2,0,1
57,1,13,32,200,0,2,1,3,0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,3
38,0,10,13,201,0,1,2,3,2,1,2,2,1,3,1,3,1,0,3,2,2,2,3,2,2
39,0,3,24,202,1,1,1,2,2,3,3,3,0,3,1,2,0,2,2,1,1,0,3,1,2
43,1,20,20,203,1,1,3,3,1,3,3,3,3,2,2,3,0,1,3,1,0,3,3,0,1
19,1,19,26,204,0,1,1,1,1,1,1,0,1,1,1,1,2,1,1,0,1,0,1,0,1
23,0,6,12,206,1,2,1,2,3,1,3,1,2,1,0,2,1,2,0,0,2,0,2,1,1
44,0,102,0,208,1,1,2,3,0,3,3,,2,3,3,3,0,3,3,0,3,3,3,3,1
12,0,1,4,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,210,1,1,2,0,0,3,1,2,3,3,3,3,2,1,2,1,3,3,3,2,1
47,0,58,58,211,0,2,1,2,0,1,3,1,1,3,3,3,0,3,3,3,1,1,3,2,3
53,0,9,9,212,1,3,3,3,1,3,3,3,0,3,3,3,0,2,3,1,0,2,3,1,3
34,1,0,0,213,0,0,3,2,1,3,3,1,2,1,3,3,1,0,3,1,3,2,3,1,0
15,0,35,65,214,1,1,1,0,1,1,0,3,3,1,0,0,1,1,0,1,1,0,0,0,0
31,0,33,51,215,1,2,2,1,1,1,2,1,1,2,0,3,1,1,1,2,2,0,2,2,2
27,0,19,19,217,0,3,3,3,3,3,2,3,3,1,1,3,1,0,1,0,3,0,1,0,1
36,1,58,58,219,1,2,3,1,3,3,3,3,1,1,3,3,3,0,0,2,3,3,3,2,2
24,1,32,38,220,0,3,3,2,3,0,1,3,3,1,1,3,1,1,3,0,3,0,1,0,0
54,1,0,0,221,0,3,3,3,1,3,3,3,2,3,3,3,0,3,3,2,0,3,3,1,3
31,0,0,0,222,1,1,2,1,1,2,2,2,1,3,1,0,1,1,2,2,1,1,1,0,2
22,0,6,6,223,1,0,0,1,3,3,2,2,2,1,1,2,1,1,3,0,2,0,1,0,1
41,1,0,0,224,0,3,2,2,0,2,3,3,3,2,2,2,2,2,3,2,0,0,3,1,2
23,0,18,0,225,0,1,0,3,3,2,3,0,3,3,3,0,2,0,2,2,3,1,0,0,2
18,1,0,0,226,0,0,2,1,3,1,1,1,2,2,0,0,2,0,2,2,2,1,1,0,1
60,1,38,38,228,1,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,3
34,1,13,13,229,0,0,3,3,2,3,3,0,3,0,3,3,0,0,3,0,0,3,3,0,0
26,0,0,0,230,1,2,0,2,3,0,2,3,3,2,2,3,2,2,3,1,2,0,2,0,0
40,0,46,46,231,0,3,0,3,0,2,3,3,1,3,3,2,1,2,2,0,1,0,3,0,2
40,0,27,30,232,1,3,3,2,1,3,3,2,1,1,1,3,1,3,2,2,3,0,2,2,2
1,0,3,3,233,0,1,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0
41,0,12,12,235,0,2,3,3,1,3,3,3,0,3,0,3,0,1,3,0,0,0,2,0,1
38,1,16,26,236,1,0,1,1,0,2,3,1,0,3,2,3,1,1,3,0,1,3,3,1,1
37,1,1,6,237,1,2,1,1,0,1,3,0,0,3,0,2,0,3,3,0,3,2,2,2,3
16,0,26,26,238,0,2,1,1,1,1,1,0,0,0,1,1,2,0,1,0,3,0,0,0,1
33,0,23,92,239,1,1,2,3,3,3,2,0,3,3,2,3,3,3,2,2,1,0,3,2,0
4,0,13,13,240,0,0,0,0,3,0,0,3,3,0,0,0,3,1,0,0,3,0,0,0,0
24,1,0,0,241,0,3,1,1,0,0,0,2,0,0,0,2,3,0,3,0,3,3,3,0,0
34,1,4,4,242,0,1,3,2,0,2,3,1,2,2,1,0,2,2,3,2,2,1,2,2,1
40,0,26,0,243,1,2,1,3,2,2,3,3,1,3,2,0,1,2,3,1,2,3,3,2,1
39,0,13,13,245,1,0,0,2,0,2,2,2,0,1,0,3,3,3,3,3,0,0,3,3,3
32,0,13,13,246,1,2,2,2,1,1,2,2,1,1,1,2,0,1,2,0,1,2,2,0,1
40,1,10,14,247,0,1,2,3,3,2,3,3,1,2,3,3,1,2,2,0,1,2,2,1,3
51,0,23,42,248,0,0,0,3,0,3,3,3,0,3,3,3,0,3,3,3,0,1,3,3,2
39,1,42,48,249,0,3,3,3,1,1,2,3,0,0,1,3,1,1,3,1,1,1,1,3,1
40,0,15,0,250,1,2,0,3,0,2,3,2,1,3,3,1,1,1,2,1,1,2,2,1,3
22,0,19,20,253,1,1,2,1,1,1,1,1,2,2,2,1,1,0,1,1,3,0,1,1,1
42,1,0,0,254,1,3,3,3,2,3,3,3,2,3,3,3,2,0,3,0,2,3,3,2,0
13,1,13,13,255,0,0,2,1,3,0,0,2,3,0,0,3,3,3,0,0,3,1,1,0,0
49,0,2,3,256,0,3,3,3,0,3,3,2,3,3,2,3,0,2,3,1,0,1,3,2,3
35,0,13,26,257,0,1,1,2,2,2,2,2,1,2,2,1,0,2,3,1,0,0,2,1,2
43,0,14,16,258,1,2,3,3,3,2,3,2,3,2,3,1,0,3,3,2,0,2,3,2,1
27,0,51,51,259,0,0,2,0,1,1,2,3,0,2,0,3,1,2,1,0,1,0,1,0,1
40,0,10,26,260,1,1,1,1,0,3,3,0,1,3,3,1,0,3,3,1,0,1,3,1,1
38,0,16,16,261,0,2,1,3,3,3,3,3,1,2,2,2,1,1,1,1,1,2,2,2,2
39,0,102,102,262,1,2,3,1,1,1,3,3,1,3,1,3,1,3,3,0,2,1,3,1,1
30,1,1,2,264,1,0,2,3,1,2,3,1,2,2,2,3,2,2,0,2,2,1,1,0,1
35,0,6,20,265,1,3,0,3,1,1,3,1,0,1,1,3,0,1,3,0,1,1,3,0,1
34,0,27,27,268,0,3,0,3,2,1,1,1,1,1,1,3,1,1,2,3,0,1,1,3,1
19,1,4,4,269,0,2,0,2,3,1,2,2,2,1,0,2,1,1,1,0,3,1,1,0,0
39,0,27,41,270,1,3,2,3,2,3,3,1,3,3,,3,1,1,3,2,1,0,2,2,3
36,1,1,1,272,0,1,1,2,2,0,1,2,2,3,3,2,1,3,3,3,3,2,3,1,2
58,0,54,73,273,0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,2,0,2,3,3,3
38,0,24,36,274,1,3,3,2,0,1,3,1,2,3,0,3,0,3,3,0,1,1,2,0,1
22,1,10,20,275,1,2,1,2,3,1,1,3,3,2,1,3,3,0,0,1,3,2,2,1,0
46,0,30,41,276,0,2,2,3,0,2,3,3,0,2,3,0,0,2,3,3,0,1,2,2,1
31,0,43,43,277,1,3,2,1,0,1,3,1,2,0,2,3,2,3,2,0,3,1,2,0,2
11,0,2,2,278,0,0,0,1,0,0,0,0,1,1,0,2,3,0,0,0,3,0,1,0,1
32,0,16,16,279,0,1,2,2,1,2,2,2,1,2,1,3,1,2,2,1,1,0,1,0,1
33,0,3,3,280,1,1,2,2,3,2,3,2,3,3,2,2,3,3,2,2,3,0,2,3,2
39,0,34,51,283,0,2,3,3,1,3,3,3,3,0,1,3,0,0,3,1,1,1,3,0,3
33,1,8,8,284,1,3,1,2,2,2,1,1,3,3,3,2,0,1,1,2,0,1,1,1,1
27,0,28,28,285,1,3,1,0,3,2,3,1,1,3,0,3,2,0,2,1,3,0,2,0,3
43,0,13,13,287,0,3,2,3,3,2,3,2,1,2,2,3,1,1,3,0,0,3,3,2,2
30,0,51,51,288,1,1,1,3,1,1,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1
12,0,134,140,289,1,0,1,0,3,1,0,1,3,2,2,0,3,2,0,0,3,1,1,1,0
42,0,5,6,290,0,0,3,3,3,3,0,3,3,3,1,3,0,3,3,2,3,3,3,3,3
31,0,5,5,291,1,3,1,2,0,0,1,3,1,3,2,1,1,0,1,1,1,1,1,1,1
40,0,3,3,292,0,3,0,1,0,1,2,3,2,0,1,3,0,2,3,1,0,3,3,3,1
17,0,0,0,293,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1
44,0,26,26,294,0,1,3,3,3,3,1,3,1,3,3,3,1,1,3,1,2,2,3,3,3
15,0,15,30,295,1,2,0,1,2,0,1,0,3,0,2,3,3,2,2,0,3,0,1,0,0
41,0,9,20,296,1,2,3,3,2,3,3,3,2,1,3,3,1,3,2,1,0,0,2,0,2
51,0,10,15,297,0,3,1,3,0,2,2,3,0,3,2,3,2,3,3,3,2,3,3,3,3
24,0,0,0,298,0,0,0,3,3,1,3,3,3,1,1,3,1,2,1,1,3,1,1,1,0
29,0,24,45,299,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,2,0,1,1,1,1
40,0,33,51,300,1,3,0,2,1,2,3,3,1,3,0,2,1,3,3,1,1,0,3,2,2
33,0,0,0,302,0,2,3,1,2,0,2,1,0,3,1,1,1,1,3,2,1,1,3,0,1
51,1,8,13,304,1,3,3,3,1,3,3,3,2,3,3,3,1,2,3,3,0,3,2,0,3
30,1,27,33,306,1,1,0,3,1,2,2,1,2,2,1,2,2,3,2,1,3,2,2,1,1
46,0,0,0,307,1,0,3,2,3,3,1,2,0,3,3,3,0,1,1,3,0,3,3,3,3
38,1,0,0,308,0,3,2,1,2,3,3,1,0,1,2,3,0,1,2,2,1,1,1,1,2
42,0,3,3,309,1,2,3,1,3,3,3,3,3,3,3,3,0,1,2,3,3,3,3,0,3
17,0,14,20,310,1,2,1,1,3,0,1,1,2,0,1,2,2,1,2,0,2,0,1,0,1
22,0,12,12,311,0,2,2,1,1,0,1,1,2,2,0,1,1,2,1,1,2,0,1,0,1
37,1,1,1,313,0,2,1,3,0,3,3,2,0,1,1,2,1,1,2,2,1,0,1,1,2
11,0,0,0,315,1,1,0,1,3,0,1,0,3,1,0,2,3,1,2,0,2,0,1,0,0
56,1,1,1,316,1,3,3,3,0,3,3,3,0,3,1,3,0,1,3,3,0,3,3,3,3
14,0,0,0,317,1,1,1,0,2,1,0,0,3,1,1,0,1,1,2,1,3,0,1,0,1
26,0,25,33,318,0,3,1,1,2,1,2,0,3,3,2,0,1,1,0,2,2,0,1,2,3
36,0,42,57,319,0,2,2,3,2,2,3,3,3,3,0,3,2,2,3,0,3,3,3,0,2
